InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour
2018048874,"3/11/2018 8:18:31 PM","3287 S OLD 63","          ",1695545.38,1122388.25,FRAUD,,"80S ",Sunday,20
2018048869,"3/11/2018 8:10:32 PM","301 CAMPUSVIEW DR","          ",1687373.88,1125424.75,"911 CHECKS",,"60E ",Sunday,20
2018048868,"3/11/2018 8:10:20 PM","S COLLEGE AVE/LOCUST ST","          ",1691046.5,1134623.63,"TRAFFIC HAZARD",,"70  ",Sunday,20
2018048867,"3/11/2018 8:08:10 PM","1000-101 SMILEY LN","101       ",1690087.38,1150363.63,"TRAFFIC STOP",,"10E ",Sunday,20
2018048866,"3/11/2018 8:08:00 PM","2200 I70 DR SW","          ",1676388.13,1141007.38,TRESPASSING,,"10W ",Sunday,20
2018048850,"3/11/2018 7:43:25 PM","N STADIUM BLVD ONR EB/I70 E","          ",1678461.13,1140798.5,"TRAFFIC STOP",,"10W ",Sunday,19
2018048849,"3/11/2018 7:39:00 PM","RAIN FOREST PKWY/MONSOON LN","          ",1688123.5,1149436.25,"TRAFFIC STOP",,"10E ",Sunday,19
2018048846,"3/11/2018 7:37:24 PM","2240 BENNETT SPRINGS DR","          ",1687703.63,1125744.38,"911 CHECKS",,"60E ",Sunday,19
2018048834,"3/11/2018 7:11:00 PM","RANGE LINE ST/SMILEY LN","          ",1690534.25,1150492.88,"TRAFFIC STOP",,"30N ",Sunday,19
2018048833,"3/11/2018 7:08:46 PM","PARK AVE/ROGERS ST","          ",1690977,1137090.38,"TRAFFIC STOP",,"20E ",Sunday,19
2018048830,"3/11/2018 7:01:06 PM","4900-BLK BULLHEAD LN","BLK       ",1707911.88,1147580.63,"911 CHECKS",,"40E ",Sunday,19
2018048828,"3/11/2018 6:57:15 PM","2900-BLK BALLENGER LN","BLK       ",1707276.25,1146046.25,"911 CHECKS",,"40E ",Sunday,18
2018048825,"3/11/2018 6:51:42 PM","1102-111 LOCUST ST","111       ",1690086.25,1134473.88,"SUSPICIOUS INCIDENT",,"70  ",Sunday,18
2018048824,"3/11/2018 6:51:26 PM","1001 S OLD 63","          ",1695186.5,1130126.5,"CHECK THE WELFARE",,"80S ",Sunday,18
2018048821,"3/11/2018 6:38:08 PM","HWY 63 SB/GRINDSTONE","          ",,,"STALLED VEHICLE",,"    ",Sunday,18
2018048820,"3/11/2018 6:36:15 PM","4608 PIERRE ST","          ",1706479.38,1144111.75,VANDALISM,2018002665,"40E ",Sunday,18
2018048819,"3/11/2018 6:23:12 PM","5000 DERBY RIDGE DR","          ",1693832,1154037.88,"911 CHECKS",,"30N ",Sunday,18
2018048815,"3/11/2018 6:16:48 PM","1900-BLK JACKSON ST","BLK       ",1683515.88,1143241.88,"911 CHECKS",,"10E ",Sunday,18
2018048813,"3/11/2018 6:14:08 PM","3910 S PROVIDENCE RD","          ",1687898.25,1119622.75,"LAW ALARM",,"60E ",Sunday,18
2018048812,"3/11/2018 6:06:35 PM","101 W GREEN MEADOWS RD","          ",1685925.75,1122748,LARCENY,,"60E ",Sunday,18
2018048809,"3/11/2018 6:03:23 PM","411 S PROVIDENCE RD","          ",1687408.63,1133638.88,"911 CHECKS",,"50E ",Sunday,18
2018048808,"3/11/2018 6:00:52 PM","1701 W ASH ST","          ",1679375.13,1137515.75,LARCENY,2018002662,"50E ",Sunday,18
2018048803,"3/11/2018 5:55:52 PM","103-B BUCKNER ST","B         ",1676791.75,1137315.38,LARCENY,2018002664,"50E ",Sunday,17
2018048798,"3/11/2018 5:47:25 PM","1411 RISEN STAR CT","          ",1692314.75,1151256.63,"911 CHECKS",,"30N ",Sunday,17
2018048793,"3/11/2018 5:41:32 PM","E BROADWAY/S ANN ST","          ",1693188.88,1134900.13,"TRAFFIC STOP",,"70  ",Sunday,17
2018048788,"3/11/2018 5:31:13 PM","1201 PAQUIN ST","          ",1690631.38,1134066,"ASSIST CITIZEN",,"70  ",Sunday,17
2018048786,"3/11/2018 5:30:02 PM","OAK ST/UNITY DR","          ",1685758.75,1137099.5,"TRAFFIC STOP",2018002661,"20W ",Sunday,17
2018048782,"3/11/2018 5:27:16 PM","1102 S RANGELINE RD","          ",1725871.13,1130052.88,"CHECK SUBJECT",,"114 ",Sunday,17
2018048776,"3/11/2018 5:14:44 PM","1701 W ASH ST","          ",1679375.13,1137515.75,LARCENY,2018002659,"50E ",Sunday,17
2018048774,"3/11/2018 5:12:16 PM","2500-BLK QUAIL DR","BLK       ",1697265.75,1142192.13,"911 CHECKS",,"40W ",Sunday,17
2018048772,"3/11/2018 5:09:37 PM","1600 E BROADWAY","          ",1692801.13,1134744.75,"CHECK SUBJECT",2018002657,"70  ",Sunday,17
2018048771,"3/11/2018 5:09:21 PM","2612 HILLSHIRE DR","          ",1676459.63,1125550.75,FRAUD,2018002658,"50W ",Sunday,17
2018048770,"3/11/2018 5:08:24 PM","1412 GRINDSTONE PLAZA DR","          ",1691799,1120703.63,"OTHER OFFENSE",,"60E ",Sunday,17
2018048764,"3/11/2018 4:58:40 PM","1912 HERIFORD RD","          ",1694520.88,1141528.5,"911 CHECKS",,"30S ",Sunday,16
2018048756,"3/11/2018 4:53:02 PM","3000 GREENBRIAR DR","          ",1685184.38,1123311.38,"911 CHECKS",,"60E ",Sunday,16
2018048751,"3/11/2018 4:37:59 PM","415-3 CONLEY RD","3         ",1698265.5,1136384.38,LARCENY,2018002660,"80N ",Sunday,16
2018048748,"3/11/2018 4:29:19 PM","CONLEY RD/N HWY 63 SB","          ",1699121,1137607.38,ACCIDENT,,"80N ",Sunday,16
2018048744,"3/11/2018 4:21:01 PM","4015 CREVE COEUR DR","          ",1712322.25,1149671.75,"LAW ALARM",,"40E ",Sunday,16
2018048740,"3/11/2018 4:12:11 PM","415-3 CONLEY RD","3         ",1698265.5,1136384.38,DISTURBANCE,,"80N ",Sunday,16
2018048722,"3/11/2018 3:22:41 PM","1200 LARCH CT","          ",1690721.5,1141127.75,"911 CHECKS",,"30S ",Sunday,15
2018048721,"3/11/2018 3:22:27 PM","205 E BUSINESS LOOP 70","          ",1687350.75,1140326.25,TRESPASSING,,"20E ",Sunday,15
2018048715,"3/11/2018 3:17:02 PM","50-98 S 8TH ST","          ",,,"PARKING VIOLATION",,"    ",Sunday,15
2018048711,"3/11/2018 3:09:34 PM","126 S PROVIDENCE RD","          ",1687685.75,1134786,DWI,,"50E ",Sunday,15
2018048710,"3/11/2018 3:09:20 PM","1600 E BROADWAY","          ",1692801.13,1134744.75,TRESPASSING,2018002654,"70  ",Sunday,15
2018048706,"3/11/2018 3:02:29 PM","4807 MONITEAU CT","          ",1707469.13,1143794.88,LARCENY,,"40E ",Sunday,15
2018048705,"3/11/2018 3:00:23 PM","8 DORSEY ST","          ",1691726.5,1135258.13,"PARKING VIOLATION",,"70  ",Sunday,15
2018048704,"3/11/2018 3:00:00 PM","804 N WEST BLVD","          ",1682391.13,1139348.25,"911 CHECKS",,"20W ",Sunday,15
2018048700,"3/11/2018 2:53:14 PM","2908 LEEWAY DR","          ",1698762.88,1148057.63,"CIVIL MATTER",,"30N ",Sunday,14
2018048699,"3/11/2018 2:53:05 PM","816-1 E BROADWAY","          ",1689338.38,1135305,"PARKING VIOLATION",,"    ",Sunday,14
2018048697,"3/11/2018 2:45:42 PM","I70 W/W BUSINESS LOOP 70 ONR WB","          ",1680878.13,1140118.38,ACCIDENT,,"10W ",Sunday,14
2018048694,"3/11/2018 2:43:48 PM","DEAD END/BRENDA LN","          ",1695357.25,1136506.5,"ASSIST MEDICS",,"    ",Sunday,14
2018048693,"3/11/2018 2:43:04 PM","1254 I70 W","          ",1681259,1140192,"911 CHECKS",,"10W ",Sunday,14
2018048690,"3/11/2018 2:35:37 PM","2925-201 NORTHLAND DR","201       ",1692005.5,1145907.13,HARASSMENT,,"30S ",Sunday,14
2018048688,"3/11/2018 2:31:08 PM","PARIS RD ONR NB/N HWY 63 NB","          ",1700118.13,1149955.63,"TRAFFIC HAZARD",,"30N ",Sunday,14
2018048686,"3/11/2018 2:25:59 PM","212 CALVIN DR","          ",1696088.75,1136296.38,"SUSPICIOUS PERSON",,"80N ",Sunday,14
2018048681,"3/11/2018 2:17:59 PM","415-3 CONLEY RD","3         ",1698265.5,1136384.38,"ASSIST FIRE",,"80N ",Sunday,14
2018048676,"3/11/2018 2:13:25 PM","1303 SEATTLE SLEW DR","          ",1691540.88,1148906.38,"AUTO THEFT",2018002663,"30S ",Sunday,14
2018048674,"3/11/2018 2:08:15 PM","4900-BLK FORSYTHIA FALLS LOOP","BLK       ",1673247,1116204.88,"911 CHECKS",,"60W ",Sunday,14
2018048671,"3/11/2018 1:52:49 PM","111 N STADIUM BLVD","          ",1676456,1137333.63,"911 CHECKS",,"50E ",Sunday,13
2018048670,"3/11/2018 1:49:38 PM","1264 I70 W","          ",1686124.38,1141885,"CHECK THE WELFARE",,"10E ",Sunday,13
2018048668,"3/11/2018 1:42:55 PM","901-999 WOODSON WAY","999       ",1689469.75,1133901.88,"PARKING VIOLATION",,MUG2,Sunday,13
2018048666,"3/11/2018 1:28:32 PM","3700 PRESCOTT DR","          ",1695616.38,1119902.38,LARCENY,,"60E ",Sunday,13
2018048665,"3/11/2018 1:24:37 PM","1508 BODIE DR","          ",1692650.88,1155418.63,"SUSPICIOUS INCIDENT",,"30N ",Sunday,13
2018048664,"3/11/2018 1:21:24 PM","3406-95 RANGE LINE ST","95        ",1690748.13,1146964.5,BURGLARY,2018002653,"30S ",Sunday,13
2018048658,"3/11/2018 1:01:14 PM","1266 SUNSET DR","          ",1680906.13,1132707.38,"911 CHECKS",,"50E ",Sunday,13
2018048655,"3/11/2018 12:58:34 PM","1300 I70 W","          ",1704780.63,1138907.75,ACCIDENT,,"40E ",Sunday,12
2018048651,"3/11/2018 12:56:19 PM","MCBAINE AVE/LYNN ST","          ",1685220.13,1138370,"SUSPICIOUS PERSON",,"20W ",Sunday,12
2018048646,"3/11/2018 12:40:03 PM","4603-1 JOHN GARRY DR","1         ",1685528.63,1116219.38,"CHECK OPEN BUSINESS",,"60W ",Sunday,12
2018048635,"3/11/2018 12:05:30 PM","3305 PREMIER LN","          ",1700678.88,1151922.75,LARCENY,,"30N ",Sunday,12
2018048634,"3/11/2018 11:59:40 AM","1200 E BROADWAY","          ",1690800.88,1135266.63,"911 CHECKS",,"70  ",Sunday,11
2018048633,"3/11/2018 11:55:11 AM","600-XYZ E WALNUT ST","XYZ       ",1688611,1135728.88,"CHECK SUBJECT",,"70D ",Sunday,11
2018048632,"3/11/2018 11:53:30 AM","S HWY 63 NB/GRINDSTONE PKWY","          ",1699156.63,1121303.38,ACCIDENT,,"    ",Sunday,11
2018048630,"3/11/2018 11:48:12 AM","E BROADWAY/BROADWAY VILLAGE DR","          ",1696662.13,1133807.38,ACCIDENT,,"80S ",Sunday,11
2018048622,"3/11/2018 11:32:11 AM","123 S 9TH ST","          ",,,"PARKING VIOLATION",,"    ",Sunday,11
2018048620,"3/11/2018 11:28:34 AM","SIEVILLE AVE/BALBOA LN","          ",1686971.75,1121089.88,ACCIDENT,,"60W ",Sunday,11
2018048617,"3/11/2018 11:22:59 AM","4916 BROWN STATION RD","          ",1701495.38,1153842.13,"SUSPICIOUS INCIDENT",2018002651,"30N ",Sunday,11
2018048616,"3/11/2018 11:22:58 AM","5032-201 CLARK LN","201       ",1709278.5,1139603.38,"SUSPICIOUS INCIDENT",,"40E ",Sunday,11
2018048615,"3/11/2018 11:22:03 AM","916 E BUSINESS LOOP 70","          ",1689939,1139867,LARCENY,2018002650,"20E ",Sunday,11
2018048614,"3/11/2018 11:21:02 AM","3200 N STADIUM BLVD","          ",1673217.88,1148014.63,LARCENY,2018002649,"10W ",Sunday,11
2018048613,"3/11/2018 11:20:32 AM","4916 BROWN STATION RD","          ",1701495.38,1153842.13,LARCENY,2018002648,"30N ",Sunday,11
2018048612,"3/11/2018 11:19:50 AM","2607 MORNING GLORY DR","          ",1674855.25,1143226,LARCENY,2018002647,"10W ",Sunday,11
2018048611,"3/11/2018 11:19:49 AM","4703 FALL BROOK DR","          ",1666725.75,1112534.88,"ASSIST FIRE",,"60W ",Sunday,11
2018048610,"3/11/2018 11:18:59 AM","2300-MAIN BERNADETTE DR","MAIN      ",1676284.75,1139812.25,LARCENY,2018002646,"10W ",Sunday,11
2018048609,"3/11/2018 11:18:55 AM","17 N FIFTH ST","          ",1688196.13,1135741.5,LARCENY,,"70D ",Sunday,11
2018048608,"3/11/2018 11:18:24 AM","29 S TENTH ST","          ",1689711.63,1135048.75,LARCENY,2018002645,"70D ",Sunday,11
2018048607,"3/11/2018 11:16:51 AM","1600 E BROADWAY","          ",1692801.13,1134744.75,LARCENY,2018002644,"70  ",Sunday,11
2018048602,"3/11/2018 10:59:51 AM","S HWY 63 NB/E BROADWAY OFFR NB","          ",1699020.5,1131829.88,ACCIDENT,,"    ",Sunday,10
2018048599,"3/11/2018 10:58:19 AM","S HWY 63 NB/E BROADWAY","          ",1699164.13,1133523.63,ACCIDENT,,"80S ",Sunday,10
2018048597,"3/11/2018 10:52:19 AM","1718 N PROVIDENCE RD","          ",1687925.13,1142631.38,"SUSPICIOUS INCIDENT",,"10E ",Sunday,10
2018048589,"3/11/2018 10:42:25 AM","N HWY 63 NB/E PRATHERSVILLE RD OFFR NB","          ",1695920.38,1156880.63,ACCIDENT,,"30N ",Sunday,10
2018048586,"3/11/2018 10:40:13 AM","I70 E/E ST CHARLES RD","          ",1710580.13,1138520.75,ACCIDENT,,"40E ",Sunday,10
2018048581,"3/11/2018 10:34:59 AM","123 S NINTH ST","          ",1689341.25,1134711.88,TRESPASSING,,"70D ",Sunday,10
2018048579,"3/11/2018 10:23:29 AM","600 E WALNUT ST","          ",1688611,1135728.88,"CHECK SUBJECT",,"70D ",Sunday,10
2018048574,"3/11/2018 10:16:46 AM","N RTE B/BROWN STATION RD","          ",1704735.5,1159529.38,ACCIDENT,,"30N ",Sunday,10
2018048570,"3/11/2018 10:02:39 AM","3216-LOBBY CLARK LN","LOBBY     ",1700413.63,1139453.5,TRESPASSING,2018002652,"40W ",Sunday,10
2018048566,"3/11/2018 9:48:02 AM","BLUE RIDGE RD/N PROVIDENCE RD","          ",1687776.5,1146967.13,"911 CHECKS",,"10E ",Sunday,09
2018048561,"3/11/2018 9:20:00 AM","2900-B PARIS RD","B         ",1699171,1145654,TRESPASSING,,"40W ",Sunday,09
2018048555,"3/11/2018 8:49:23 AM","2208 GARNET DR","          ",1694026.88,1143476.63,"PARKING VIOLATION",,"30S ",Sunday,08
2018048548,"3/11/2018 8:23:50 AM","3904-OFFICE BUTTONWOOD DR","OFFICE    ",1688296.88,1119206.75,"LAW ALARM",,"60E ",Sunday,08
2018048544,"3/11/2018 8:18:21 AM","308 CORCORAN DR","          ",1685648.25,1151538.38,"LAW ALARM",,"10E ",Sunday,08
2018048543,"3/11/2018 8:17:11 AM","3300 LEMONE INDUSTRIAL BLVD","          ",1699926.63,1121804.63,"LAW ALARM",,"    ",Sunday,08
2018048537,"3/11/2018 8:05:08 AM","1413-115 GRINDSTONE PLAZA DR","          ",1691550.38,1120910.5,"LAW ALARM",,"    ",Sunday,08
2018048532,"3/11/2018 7:42:23 AM","1201 PAQUIN ST","          ",1690631.38,1134066,"911 CHECKS",,"70  ",Sunday,07
2018048530,"3/11/2018 7:20:14 AM","104 S ANN ST","          ",1693258.75,1134574,BURGLARY,2018002642,"70  ",Sunday,07
2018048525,"3/11/2018 6:56:09 AM","4600 ROYAL LYTHAM DR","          ",1680441.38,1117157.5,"SUSPICIOUS INCIDENT",,"60W ",Sunday,06
2018048520,"3/11/2018 6:50:43 AM","101 CONLEY RD","          ",1698280.88,1135323,VANDALISM,2018002643,"80N ",Sunday,06
2018048519,"3/11/2018 6:40:10 AM","600 E WALNUT ST","          ",1688611,1135728.88,"CHECK SUBJECT",2018002640,"70D ",Sunday,06
2018048517,"3/11/2018 6:37:33 AM","1008-102 CLAUDELL LN","102       ",1678529.38,1139592.75,DISTURBANCE,,"10W ",Sunday,06
2018048516,"3/11/2018 6:20:11 AM","1000 ELLETA BLVD","          ",1690207.25,1143872.25,DISTURBANCE,2018002641,"30S ",Sunday,06
2018048509,"3/11/2018 5:53:37 AM","1107-A E BROADWAY","A         ",1690169,1135428.38,LARCENY,,"70D ",Sunday,05
2018048508,"3/11/2018 5:37:17 AM","4106 STEINBROOKE TER","          ",1669110.38,1113993.63,BURGLARY,2018002639,"60W ",Sunday,05
2018048507,"3/11/2018 5:31:19 AM","903 N EIGHTH ST","          ",1689665.63,1138651.75,"ASSIST MEDICS",,"20E ",Sunday,05
2018048502,"3/11/2018 5:10:42 AM","4601 THORNBROOK RDG","          ",1667930.25,1114939.88,"LAW ALARM",,"60W ",Sunday,05
2018048501,"3/11/2018 5:08:02 AM","301 NEBRASKA AVE","          ",1687826.63,1140896.88,"SUSPICIOUS VEHICLE",,"20E ",Sunday,05
2018048498,"3/11/2018 4:36:56 AM","1510-BLK CITADEL DR","BLK       ",1692757.88,1153671,"SUSPICIOUS VEHICLE",2018002638,"30N ",Sunday,04
2018048496,"3/11/2018 4:19:32 AM","1414-B ROSS ST","B         ",1691870.25,1132468,DISTURBANCE,,"70  ",Sunday,04
2018048492,"3/11/2018 4:11:16 AM","3300 FALLING LEAF LN","          ",1698727.5,1121588.38,"CHECK OPEN BUSINESS",,"80S ",Sunday,04
2018048490,"3/11/2018 3:58:22 AM","S NINTH ST/LOCUST ST","          ",1689435.88,1134650.38,"KEEP THE PEACE",,"70D ",Sunday,03
2018048489,"3/11/2018 3:56:25 AM","HIGHWAY 63/ROUTE B","          ",,,"STALLED VEHICLE",,"    ",Sunday,03
2018048486,"3/11/2018 3:48:52 AM","3211-A CLARK LN","A         ",1700093.75,1140085.13,"CHECK OPEN BUSINESS",,"40W ",Sunday,03
2018048483,"3/11/2018 3:39:25 AM","2512 ANDY DR","          ",1695864,1144728.88,DISTURBANCE,,"30S ",Sunday,03
2018048482,"3/11/2018 3:27:50 AM","S PROVIDENCE RD/RESEARCH PARK DR","          ",1686883.13,1129301.75,"ASSIST OFFICER",,"60E ",Sunday,03
2018048479,"3/11/2018 3:16:41 AM","3001-19D S PROVIDENCE RD","19D       ",1686620.63,1123298.13,DISTURBANCE,2018002636,"60E ",Sunday,03
2018048477,"3/11/2018 3:12:13 AM","1219 OLYMPIC BLVD","          ",1703425.25,1140168.75,"SUSPICIOUS VEHICLE",,"40E ",Sunday,03
2018048476,"3/11/2018 3:05:59 AM","COATS ST/NORTH BLVD","          ",1689440.75,1139861.13,"TRAFFIC STOP",,"20E ",Sunday,03
2018048471,"3/11/2018 1:58:21 AM","600 E WALNUT ST","          ",1688611,1135728.88,"911 CHECKS",,"70D ",Sunday,01
2018048470,"3/11/2018 1:58:06 AM","S PROVIDENCE RD/E STADIUM BLVD","          ",1687546.38,1130408.13,"TRAFFIC STOP",2018002635,"60E ",Sunday,01
2018048469,"3/11/2018 1:57:50 AM","W BROADWAY/THISTLEDOWN DR","          ",1675039.13,1136440.88,"TRAFFIC STOP",,"50W ",Sunday,01
2018048468,"3/11/2018 1:56:45 AM","4320 KENTSFIELD LN","          ",1700692.25,1117222.13,"PEACE DISTURBANCE",,"80S ",Sunday,01
2018048465,"3/11/2018 1:41:36 AM","600 ROLLINS ST","          ",1688533.38,1131989.88,DISTURBANCE,,"70  ",Sunday,01
2018048464,"3/11/2018 1:41:31 AM","1620 UNIVERSITY AVE","          ",1692955.5,1133437.5,"RECOVER PROPERTY",,"70  ",Sunday,01
2018048463,"3/11/2018 1:40:13 AM","SMILEY LN/RANGE LINE ST","          ",1690503.88,1150503.63,"TRAFFIC STOP",,"    ",Sunday,01
2018048462,"3/11/2018 1:35:12 AM","1106 E BROADWAY","          ",1690192.13,1135301.63,"ASSIST FIRE",,"    ",Sunday,01
2018048461,"3/11/2018 1:34:58 AM","101 CONLEY RD","          ",1698280.88,1135323,DISTURBANCE,,"80N ",Sunday,01
2018048460,"3/11/2018 1:34:22 AM","ROGERS ST/N NINTH ST","          ",1689462.13,1137271.75,"TRAFFIC STOP",,"20E ",Sunday,01
2018048458,"3/11/2018 1:31:28 AM","1400-BLK RANGE LINE ST","BLK       ",1690267,1140328.75,"TRAFFIC STOP",,"30S ",Sunday,01
2018048457,"3/11/2018 1:28:01 AM","COLT RAILROAD/E HWY HH","          ",1707296.88,1166407,"CHECK THE WELFARE",,"30N ",Sunday,01
2018048456,"3/11/2018 1:23:55 AM","2300-BLK E BUSINESS LOOP 70","BLK       ",1695903.5,1139845.38,"TRAFFIC STOP",,"40W ",Sunday,01
2018048454,"3/11/2018 1:16:59 AM","W BROADWAY/N STADIUM BLVD","          ",1676969.88,1136248.63,"TRAFFIC STOP",,"    ",Sunday,01
2018048453,"3/11/2018 1:14:17 AM","RANGE LINE ST/I70 E","          ",1690215.38,1141627.25,"TRAFFIC STOP",,"    ",Sunday,01
2018048452,"3/11/2018 1:13:07 AM","E BUSINESS LOOP 70/FAY ST","          ",1690844.25,1139935,"TRAFFIC STOP",,"20E ",Sunday,01
2018048451,"3/11/2018 1:12:12 AM","500-BLK E WALNUT ST","BLK       ",1688260.5,1135780.88,"TRAFFIC STOP",,"70D ",Sunday,01
2018048450,"3/11/2018 1:12:11 AM","S EIGHTH ST/LOCUST ST","          ",1689129.75,1134657.75,"ANIMAL COMPLAINT",,"70D ",Sunday,01
2018048449,"3/11/2018 1:11:40 AM","NEBRASKA AVE/N SEVENTH ST","          ",1688941.5,1140628.13,"911 CHECKS",,"20E ",Sunday,01
2018048448,"3/11/2018 1:11:00 AM","119 S SEVENTH ST","          ",1688750.75,1134805.88,DISTURBANCE,,"70D ",Sunday,01
2018048447,"3/11/2018 1:10:15 AM","1313 LAKEVIEW AVE","          ",1691610.88,1140506.63,"CHECK BUILDING",,"30S ",Sunday,01
2018048446,"3/11/2018 1:08:45 AM","100-BLK S SEVENTH ST","BLK       ",1688850,1134989.25,"PARKING VIOLATION",,"70D ",Sunday,01
2018048443,"3/11/2018 12:56:44 AM","1521 TYPHOON CT","          ",1692955.75,1151845,"911 CHECKS",,"30N ",Sunday,00
2018048442,"3/11/2018 12:52:15 AM","E SEXTON RD/N PROVIDENCE RD","          ",1687565.38,1138117.88,"TRAFFIC STOP",,"20E ",Sunday,00
2018048438,"3/11/2018 12:45:12 AM","HITT ST/E BROADWAY","          ",1690029,1135348.25,"FOOT PATROL",,"70D ",Sunday,00
2018048436,"3/11/2018 12:39:28 AM","RICE RD/RINEY LN","          ",1704679.13,1142977.13,"TRAFFIC HAZARD",,"40E ",Sunday,00
2018048433,"3/11/2018 12:26:54 AM","100-BLK S SEVENTH ST","BLK       ",1688850,1134989.25,"FOOT PATROL",,"70D ",Sunday,00
2018048432,"3/11/2018 12:25:17 AM","HITT ST/E BROADWAY","          ",1690029,1135348.25,"FOOT PATROL",,"70D ",Sunday,00
2018048431,"3/11/2018 12:24:33 AM","GRINDSTONE PKWY/S HWY 63 SB","          ",1699104.63,1121294,"TRAFFIC STOP",,"    ",Sunday,00
2018048429,"3/11/2018 12:21:01 AM","HITT ST/E BROADWAY","          ",1690029,1135348.25,"FOOT PATROL",,"70D ",Sunday,00
2018048428,"3/11/2018 12:19:37 AM","SMILEY LN/N PROVIDENCE RD","          ",1687838.63,1150748.88,"TRAFFIC STOP",,"10E ",Sunday,00
2018048425,"3/11/2018 12:13:56 AM","CHERRY ST/S TENTH ST","          ",1689735.25,1135000.88,"TRAFFIC STOP",,"70D ",Sunday,00
2018048422,"3/11/2018 12:13:04 AM","1100-BLK E WALNUT ST","BLK       ",1690184.5,1135733.5,"CHECK SUBJECT",,"70D ",Sunday,00
2018048421,"3/11/2018 12:08:48 AM","1705 BALLENGER LN","          ",1706837.38,1141868.75,"911 CHECKS",,"40E ",Sunday,00
2018048420,"3/11/2018 12:04:55 AM","915 CHERRY ST","          ",1689654,1135042.63,TRESPASSING,,"70D ",Sunday,00
2018048418,"3/11/2018 12:01:40 AM","BRENDA LN/E WALNUT ST","          ",1695357,1135944.63,"CHECK SUBJECT",,"80N ",Sunday,00
2018048417,"3/10/2018 11:57:41 PM","S PROVIDENCE RD/E STADIUM BLVD","          ",1687546.38,1130408.13,"TRAFFIC STOP",,"60E ",Saturday,23
2018048415,"3/10/2018 11:52:31 PM","E BROADWAY/SHORT ST","          ",1690370.5,1135371,"TRAFFIC STOP",,"70D ",Saturday,23
2018048413,"3/10/2018 11:51:08 PM","N HWY 63 SB/VANDIVER DR","          ",1702118.75,1144554.38,ACCIDENT,,"40W ",Saturday,23
2018048411,"3/10/2018 11:49:50 PM","2206-2208 LACLEDE DR","2208      ",1709546.63,1143332.75,"PARKING VIOLATION",,"40E ",Saturday,23
2018048403,"3/10/2018 11:28:29 PM","3850 RANGE LINE ST","          ",1690525.63,1149042.13,DWI,,"30S ",Saturday,23
2018048399,"3/10/2018 11:21:16 PM","N EIGHTH ST/LYON ST","          ",1689228.88,1136852,ACCIDENT,2018002634,"20E ",Saturday,23
2018048396,"3/10/2018 11:17:54 PM","1900-PARK BLUE RIDGE RD","PARK      ",1694952,1147291,"SUSPICIOUS VEHICLE",,"30S ",Saturday,23
2018048392,"3/10/2018 11:11:32 PM","SMILEY LN/DERBY RIDGE DR","          ",1692301.13,1150485.75,"STALLED VEHICLE",,"30N ",Saturday,23
2018048390,"3/10/2018 11:09:09 PM","912 E BUSINESS LOOP 70","          ",1689829.25,1139875.13,WARRANT,,"20E ",Saturday,23
2018048388,"3/10/2018 11:08:24 PM","2145 E COUNTY DR","          ",1694815.25,1155027.88,"SUSPICIOUS PERSON",,"104 ",Saturday,23
2018048387,"3/10/2018 11:07:39 PM","5614-E E ST CHARLES RD","E         ",1710908.88,1139121.88,"LAW ALARM",,"40E ",Saturday,23
2018048383,"3/10/2018 11:01:46 PM","S PROVIDENCE RD/E STADIUM BLVD","          ",1687546.38,1130408.13,"STALLED VEHICLE",2018002632,"60E ",Saturday,23
2018048382,"3/10/2018 10:59:02 PM","3850 RANGE LINE ST","          ",1690525.63,1149042.13,"SUSPICIOUS VEHICLE",,"30S ",Saturday,22
2018048379,"3/10/2018 10:56:58 PM","912 E BUSINESS LOOP 70","          ",1689829.25,1139875.13,"PARKING VIOLATION",,"20E ",Saturday,22
2018048378,"3/10/2018 10:54:29 PM","ROLLINS ST/VIRGINIA AVE","          ",1690561.5,1131980.63,"TRAFFIC STOP",,MUG2,Saturday,22
2018048374,"3/10/2018 10:47:56 PM","2301-1C PRIMROSE DR","1C        ",1676120.88,1144721,DISTURBANCE,,"10W ",Saturday,22
2018048373,"3/10/2018 10:44:28 PM","E STADIUM BLVD/TIGER AVE","          ",1688468.25,1129849.13,"TRAFFIC STOP",,MUG1,Saturday,22
2018048371,"3/10/2018 10:42:53 PM","2600-BLK VAIL DR","BLK       ",1684287.88,1124986,"SHOTS HEARD",,"60E ",Saturday,22
2018048369,"3/10/2018 10:41:39 PM","1600 E BROADWAY","          ",1692801.13,1134744.75,"KEEP THE PEACE",,"    ",Saturday,22
2018048365,"3/10/2018 10:34:23 PM","N NINTH ST/E WALNUT ST","          ",1689456.63,1135743,"911 CHECKS",,"    ",Saturday,22
2018048364,"3/10/2018 10:33:14 PM","17 N NINTH ST","          ",1689400.75,1135612.63,DISTURBANCE,,"70D ",Saturday,22
2018048361,"3/10/2018 10:27:50 PM","405 E NIFONG BLVD","          ",1687761.5,1120995.38,"CHECK OPEN BUSINESS",,"60E ",Saturday,22
2018048357,"3/10/2018 10:24:23 PM","I70 W/E ST CHARLES RD ONR WB","          ",1709093.75,1138657.63,"TRAFFIC STOP",2018002631,"40E ",Saturday,22
